timestamp,temperature_c,humidity_pct,ghi_wm2,hour,day_of_week,is_weekend,occupancy_factor,comfort_setpoint_c,hvac_load_kw,indoor_temp_c,previous_setpoint_c,_thermal_version
2024-07-01 00:00:00,36.62,34.9,0.0,0,0,0,0.15,23.0,6.3198899248509,23.0,23.0,v2.1-heatbalance
2024-07-01 01:00:00,34.94,41.5,0.0,1,0,0,0.15,23.0,5.269661894278154,24.372896,23.0,v2.1-heatbalance
2024-07-01 02:00:00,33.55,42.3,0.0,2,0,0,0.15,23.0,5.2776044983776496,25.218396723199998,23.0,v2.1-heatbalance
2024-07-01 03:00:00,32.35,45.2,0.0,3,0,0,0.15,23.0,4.540933036559124,25.70327885778944,23.0,v2.1-heatbalance
2024-07-01 04:00:00,33.46,46.3,0.0,4,0,0,0.15,23.0,4.820186273067675,25.94074373167795,23.0,v2.1-heatbalance
2024-07-01 05:00:00,33.58,40.9,0.0,5,0,0,0.15,23.0,5.625579719262627,26.22816576645634,23.0,v2.1-heatbalance
2024-07-01 06:00:00,31.68,60.8,0.0,6,0,0,0.15,23.0,4.0360843897707035,26.452724134564527,23.0,v2.1-heatbalance
2024-07-01 07:00:00,32.54,58.1,0.0,7,0,0,0.15,23.0,4.616487684473953,26.427197680270098,23.0,v2.1-heatbalance
2024-07-01 08:00:00,33.48,47.9,0.0,8,0,0,0.9,23.0,7.587430492485857,26.495016525255657,23.0,v2.1-heatbalance
2024-07-01 09:00:00,34.45,43.3,257.47,9,0,0,0.9,23.0,8.122052513596964,26.639900215468984,23.0,v2.1-heatbalance
2024-07-01 10:00:00,35.15,35.9,441.38,10,0,0,0.9,23.0,9.14259949047292,26.844774239274674,23.0,v2.1-heatbalance
2024-07-01 11:00:00,37.11,32.0,551.72,11,0,0,0.9,23.0,10.19799082407709,27.066777117671837,23.0,v2.1-heatbalance
2024-07-01 12:00:00,38.25,29.3,588.5,12,0,0,0.9,23.0,11.12263543936058,27.428449645383022,23.0,v2.1-heatbalance
2024-07-01 13:00:00,39.14,26.2,551.72,13,0,0,0.9,23.0,12.393866672965645,27.81070997786713,23.0,v2.1-heatbalance
2024-07-01 14:00:00,39.51,24.6,441.38,14,0,0,0.9,23.0,11.71808731092718,28.182988815639384,23.0,v2.1-heatbalance
2024-07-01 15:00:00,40.33,23.6,257.47,15,0,0,0.9,23.0,11.666066979715344,28.495473332520632,23.0,v2.1-heatbalance
2024-07-01 16:00:00,38.61,24.5,0.0,16,0,0,0.9,23.0,11.398562291265057,28.80911788739925,23.0,v2.1-heatbalance
2024-07-01 17:00:00,41.18,31.6,0.0,17,0,0,0.9,23.0,13.79562840412347,28.867587942365525,23.0,v2.1-heatbalance
2024-07-01 18:00:00,39.35,39.8,0.0,18,0,0,0.15,23.0,8.85360345313544,29.169865006996595,23.0,v2.1-heatbalance
2024-07-01 19:00:00,39.5,36.7,0.0,19,0,0,0.15,23.0,8.434149574460692,29.208844213171883,23.0,v2.1-heatbalance
2024-07-01 20:00:00,38.17,36.9,0.0,20,0,0,0.15,23.0,8.033560430327846,29.252777642376657,23.0,v2.1-heatbalance
2024-07-01 21:00:00,38.51,38.5,0.0,21,0,0,0.15,23.0,8.274743470122566,29.151189233244825,23.0,v2.1-heatbalance
2024-07-01 22:00:00,39.04,41.1,0.0,22,0,0,0.15,23.0,8.691918174134862,29.110367081214577,23.0,v2.1-heatbalance
2024-07-01 23:00:00,37.49,44.0,0.0,23,0,0,0.15,23.0,7.278459944045255,29.133615346433814,23.0,v2.1-heatbalance
2024-07-01 00:00:00,36.62,34.9,0.0,0,0,0,0.15,25.0,6.805045941225248,23.0,25.0,v2.1-heatbalance
2024-07-01 01:00:00,34.94,41.5,0.0,1,0,0,0.15,25.0,5.094767310133493,24.692896,25.0,v2.1-heatbalance
2024-07-01 02:00:00,33.55,42.3,0.0,2,0,0,0.15,25.0,3.6012160747723403,25.7749407232,25.0,v2.1-heatbalance
2024-07-01 03:00:00,32.35,45.2,0.0,3,0,0,0.15,25.0,3.8394640679579535,26.434676182589442,25.0,v2.1-heatbalance
2024-07-01 04:00:00,33.46,46.3,0.0,4,0,0,0.15,25.0,4.874668038749968,26.801392634170114,25.0,v2.1-heatbalance
2024-07-01 05:00:00,33.58,40.9,0.0,5,0,0,0.15,25.0,4.303100045507342,27.184357435178548,25.0,v2.1-heatbalance
2024-07-01 06:00:00,31.68,60.8,0.0,6,0,0,0.15,25.0,3.2467326408053303,27.47954101608398,25.0,v2.1-heatbalance
2024-07-01 07:00:00,32.54,58.1,0.0,7,0,0,0.15,25.0,3.7144189713411886,27.506220719089278,25.0,v2.1-heatbalance
2024-07-01 08:00:00,33.48,47.9,0.0,8,0,0,0.9,25.0,6.848234515177063,27.61263035555079,25.0,v2.1-heatbalance
2024-07-01 09:00:00,34.45,43.3,257.47,9,0,0,0.9,25.0,6.850933903082933,27.786040358823143,25.0,v2.1-heatbalance
2024-07-01 10:00:00,35.15,35.9,441.38,10,0,0,0.9,25.0,8.13646906723823,28.01200103324207,25.0,v2.1-heatbalance
2024-07-01 11:00:00,37.11,32.0,551.72,11,0,0,0.9,25.0,9.295667892955887,28.249591163772536,25.0,v2.1-heatbalance
2024-07-01 12:00:00,38.25,29.3,588.5,12,0,0,0.9,25.0,10.926990840234629,28.622785788260657,25.0,v2.1-heatbalance
2024-07-01 13:00:00,39.14,26.2,551.72,13,0,0,0.9,25.0,10.841073643238476,29.013563254682275,25.0,v2.1-heatbalance
2024-07-01 14:00:00,39.51,24.6,441.38,14,0,0,0.9,25.0,11.639059875128664,29.392137957861138,25.0,v2.1-heatbalance
2024-07-01 15:00:00,40.33,23.6,257.47,15,0,0,0.9,25.0,11.06850244626624,29.70927637845095,25.0,v2.1-heatbalance
2024-07-01 16:00:00,38.61,24.5,0.0,16,0,0,0.9,25.0,10.04418306910327,30.026361098950943,25.0,v2.1-heatbalance
2024-07-01 17:00:00,41.18,31.6,0.0,17,0,0,0.9,25.0,11.927973024876456,30.08737412434454,25.0,v2.1-heatbalance
2024-07-01 18:00:00,39.35,39.8,0.0,18,0,0,0.15,25.0,7.670893915588517,30.391530952715485,25.0,v2.1-heatbalance
2024-07-01 19:00:00,39.5,36.7,0.0,19,0,0,0.15,25.0,8.148715715432699,30.431899680247287,25.0,v2.1-heatbalance
2024-07-01 20:00:00,38.17,36.9,0.0,20,0,0,0.15,25.0,7.5852188890945635,30.476860243638793,25.0,v2.1-heatbalance
2024-07-01 21:00:00,38.51,38.5,0.0,21,0,0,0.15,25.0,7.269398306124176,30.376031092097797,25.0,v2.1-heatbalance
2024-07-01 22:00:00,39.04,41.1,0.0,22,0,0,0.15,25.0,7.156627721391404,30.335770183278694,25.0,v2.1-heatbalance
2024-07-01 23:00:00,37.49,44.0,0.0,23,0,0,0.15,25.0,6.7017885430529605,30.35943331947961,25.0,v2.1-heatbalance
2024-07-01 00:00:00,36.62,34.9,0.0,0,0,0,0.15,22.0,6.803130631980397,23.0,22.0,v2.1-heatbalance
2024-07-01 01:00:00,34.94,41.5,0.0,1,0,0,0.15,22.0,6.077924321066804,24.212896,22.0,v2.1-heatbalance
2024-07-01 02:00:00,33.55,42.3,0.0,2,0,0,0.15,22.0,5.450966435668874,24.9401247232,22.0,v2.1-heatbalance
2024-07-01 03:00:00,32.35,45.2,0.0,3,0,0,0.15,22.0,4.290185299420588,25.33758019538944,22.0,v2.1-heatbalance
2024-07-01 04:00:00,33.46,46.3,0.0,4,0,0,0.15,22.0,4.909022664036093,25.510419280431872,22.0,v2.1-heatbalance
2024-07-01 05:00:00,33.58,40.9,0.0,5,0,0,0.15,22.0,5.723767111014631,25.75006993209524,22.0,v2.1-heatbalance
2024-07-01 06:00:00,31.68,60.8,0.0,6,0,0,0.15,22.0,4.420119338556128,25.9393156938048,22.0,v2.1-heatbalance
2024-07-01 07:00:00,32.54,58.1,0.0,7,0,0,0.15,22.0,4.128154430047082,25.88768616086051,22.0,v2.1-heatbalance
2024-07-01 08:00:00,33.48,47.9,0.0,8,0,0,0.9,22.0,8.198214268141333,25.936209610108087,22.0,v2.1-heatbalance
2024-07-01 09:00:00,34.45,43.3,257.47,9,0,0,0.9,22.0,8.875398317653723,26.066830143791897,22.0,v2.1-heatbalance
2024-07-01 10:00:00,35.15,35.9,441.38,10,0,0,0.9,22.0,9.17723033266356,26.26116084229097,22.0,v2.1-heatbalance
